@relation spambase-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N14-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute class {0,1}

@data
-3.135012,-0.69282,-1.839438,-1.733783,-39.729781,33.34371,4.066855,4.262577,-4.413265,526.418738,-0.82792,531.046778,533.126971,534.857289,0
7.205331,0,0,-7.205331,-5.196152,-0.452065,-10.807997,0,-14.410663,24.073774,3.602666,22.51666,29.721992,22.51666,0
-2.286307,-4.555294,-5.242918,-0.722265,-20.096986,7.965702,-9.798211,14.000167,-8.388322,118.527701,-4.169046,120.706621,123.663232,132.051554,0
-1.742443,0.59929,-2.326144,-1.401229,-280.425954,262.925313,1.865419,1.006322,-4.532777,1500.676532,1.143154,1518.582474,1520.908618,1516.270186,0
1.266129,1.43587,-0.121244,0.244219,-180.25626,134.542243,-0.138564,0.609682,0.138564,667.213684,4.486012,717.503779,723.877726,714.727302,0
-2.265522,-0.678964,-2.494153,-1.136225,-17.666918,9.263008,-0.727461,4.891311,-4.572614,425.918222,-1.586559,429.569385,433.740163,436.456019,0
0.128172,0.685892,-0.942236,0,-48.369251,41.035748,-0.942236,1.456655,0.128172,499.772868,1.328483,508.433122,506.933166,507.362715,0
0,7.863511,7.863511,7.863511,-8.660254,-2.667358,15.727021,7.863511,-15.727021,32.112222,-7.863511,35.576324,43.439834,19.849302,0
0,0,8.660254,0,-5.196152,2.722784,8.660254,0,0,14.84714,0,25.980762,25.980762,17.320508,0
-4.849742,-1.610807,-2.402354,-0.791547,-20.114306,17.273743,0.836581,8.317308,-5.669002,144.532712,-2.958343,152.177984,151.358724,155.399598,0
0.128172,0.685892,-0.942236,0,-48.369251,41.10503,-0.942236,1.458387,0.128172,487.717795,1.330215,495.494703,495.622874,495.238359,0
7.205331,0,0,0,-10.392305,0.372391,0,0,-7.205331,19.702078,0,22.51666,29.721992,22.51666,0
0,0,0,-3.931755,-3.464102,1.641984,-7.863511,0,-3.931755,32.818899,3.931755,34.641016,34.641016,34.641016,0
0,0,0,0,-6.928203,3.117691,0,0,0,15.242047,0,19.052559,19.052559,19.052559,0
2.320948,-2.303628,-1.749371,-1.749371,-14.99956,5.475013,-1.766692,1.143154,-2.857884,141.683488,-1.143154,144.331794,153.026689,150.099523,0
-5.300075,5.300075,-0.559452,1.207239,-20.190516,14.337917,-4.092836,5.300075,0.559452,185.320776,3.533384,186.992205,187.551658,192.292281,0
-8.972023,-2.996448,-2.244738,-3.283968,-24.420184,14.081573,3.765478,8.582312,-12.616258,414.668552,-1.36832,423.209294,420.500367,427.236312,0
3.325538,-3.325538,6.651075,0,-17.320508,6.858921,3.325538,3.325538,-3.325538,72.399724,-3.325538,82.861311,86.186848,76.210236,0
13.30215,6.651075,6.651075,6.651075,-2.009179,5.669002,0,0,-6.651075,29.917714,0,32.908965,32.908965,46.211116,0
-4.122281,8.244562,-5.419587,2.824975,-16.438894,8.677575,-5.419587,8.244562,1.297306,92.493245,-4.122281,90.482334,100.024202,98.726896,0
0,-2.39023,-2.39023,-2.39023,-7.984754,2.563435,4.797781,4.78046,0,81.839401,0,82.480259,89.66827,92.0585,0
0,-1.732051,0,0,-15.588457,12.586813,0,0,0,42.031677,0,43.30127,45.033321,45.033321,0
0,0,0,0,-13.856406,12.588545,0,0,0,71.72076,0,72.988621,74.478185,75.967748,0
-0.917987,-0.744782,-0.930111,-1.57097,-41.120618,35.285339,2.152939,1.105048,-5.443836,1042.966518,-1.160474,1048.029303,1048.699606,1048.708267,0
5.473281,-3.637307,1.522473,-5.752141,-18.669776,3.635575,3.341126,3.637307,-14.270367,99.139124,-1.818653,103.836446,115.061867,107.473753,0
-3.100371,-2.06114,-1.785744,-1.30077,-40.30309,34.744939,3.375767,4.10496,-3.358447,295.815225,-3.06573,299.333021,299.542599,302.416071,0
4.728499,-0.484974,0.779423,-2.996448,-13.700522,6.1228,-0.623538,0.467654,-3.135012,144.998633,-0.935307,146.271691,150.203446,147.224319,0
0,-2.788602,-0.722265,-3.493546,-7.937989,6.21633,0.663375,0,-3.434657,38.403031,0,38.780618,42.291485,42.95486,0
2.927166,0,0,-2.927166,-9.855369,-1.456655,-2.927166,5.854332,-8.781498,30.378439,-2.927166,29.981799,35.836131,32.908965,0
-18.498303,1.818653,-5.542563,0.736122,-25.980762,24.106683,12.055074,5.819691,-16.662329,295.302538,-0.822724,291.452189,298.094604,299.748713,0
-5.663806,-3.256256,-1.189919,-4.184635,-19.724595,9.489906,2.066337,7.49978,-10.085732,232.676777,0.426084,241.551806,238.444506,243.812132,0
-0.623538,-1.818653,-1.998787,1.032302,-40.176651,31.838558,2.279379,4.884383,-5.327788,365.095526,-4.867063,363.453541,370.319391,368.926822,0
5.092229,0,0,-5.092229,-1.732051,0,5.092229,0,-5.092229,6.928203,0,8.660254,8.660254,13.752483,0
8.296523,-1.177795,0.938772,0.938772,-6.134924,-7.361216,0.938772,2.355589,-10.413089,37.138633,0,38.105118,47.818459,39.282912,0
2.04382,2.04382,-1.394301,0.649519,-16.636348,7.151638,1.671429,3.06573,-2.693339,141.082466,-1.02191,146.202409,147.59671,147.224319,0
4.832422,-1.939897,-1.096388,-3.036285,-6.784443,0.637395,-2.083657,0.952628,-7.581186,64.995207,0,64.657457,73.478791,67.549981,0
0,0,0,0,-8.660254,4.546633,0,1.901792,0,28.795345,1.901792,32.908965,32.908965,32.908965,0
12.592009,3.135012,-0.547328,-3.68234,-2.916774,-14.211477,-6.817352,0,-12.044681,9.95756,3.135012,18.723469,31.862807,15.588457,0
-4.901704,-0.883346,0.862561,-0.5404,-46.5021,39.102779,6.647611,4.122281,-7.461675,1307.480121,-2.494153,1312.322935,1313.469553,1314.557281,0
2.857884,-1.143154,1.143154,-0.571577,-46.782692,41.957199,5.161511,1.143154,-8.608293,229.001365,0,230.951655,234.970013,236.095846,0
0.727461,-0.415692,-0.781155,-0.32909,-30.984657,28.454131,-0.642591,0.277128,0.781155,1615.511501,-0.448601,1619.328941,1619.9698,1619.606069,0
0.866025,0.519615,0.26154,-0.258076,-16.889227,14.145659,1.30077,1.03923,-1.127565,453.308873,-1.03923,454.836542,455.441028,456.395388,0
1.472243,1.472243,0,0,-6.928203,1.856758,1.472243,1.711266,-7.361216,73.82347,0.239023,75.950428,80.367157,73.005942,0
0,0,0,0,-3.464102,1.299038,-28.855966,0,0,6.495191,28.855966,8.660254,8.660254,8.660254,0
0.443405,-0.841777,1.766692,-0.180133,-38.815259,32.801578,4.156922,2.081925,-2.961807,826.867199,-1.946825,831.429421,833.248074,832.136098,0
-3.08305,-1.316359,0.850437,0.35507,-41.120618,36.878826,4.782192,0.277128,-4.626308,960.524364,-0.045033,963.73039,964.812922,965.323877,0
0,1.870615,-1.903524,0.902398,-18.742522,9.770499,-1.903524,4.676537,-3.708321,262.235956,-0.935307,268.467875,270.371399,272.209105,0
0,-5.248114,0,0,-13.856406,11.192512,0,0,0,31.977122,0,29.392902,34.641016,34.641016,0
-28.855966,0,0,0,-42.140796,21.279976,14.427983,14.427983,-28.855966,38.600484,0,45.033321,45.033321,45.033321,0
-6.651075,0,-4.770068,-6.987093,-26.891821,18.721737,4.098032,9.204118,-6.315057,108.452361,0.336018,121.728531,108.762398,121.728531,0
-6.651075,0,-4.770068,-6.987093,-26.891821,18.721737,4.098032,9.204118,-6.315057,108.452361,0.336018,121.728531,108.762398,121.728531,0
0,0,0,0,-13.856406,12.656095,0,0,0,63.076094,0,64.276405,65.817931,67.359456,0
0,-3.75855,0,0,-1.732051,0,0,0,0,10.392305,0,15.882906,4.607255,12.124356,0
0.351606,-1.16567,3.424264,-1.03923,-208.984054,204.174149,5.831815,1.14835,-4.602059,1148.391255,-0.796743,1157.51743,1157.31478,1153.990975,0
0,0,0,0,-1.732051,0,-34.641016,0,0,6.928203,34.641016,8.660254,8.660254,8.660254,0
0,0,0,0,-19.052559,11.547583,-28.855966,0,0,15.011684,28.855966,22.51666,22.51666,22.51666,0
2.009179,0,0,0,-5.473281,-0.391443,-4.018358,2.009179,-2.009179,25.866447,2.009179,27.712813,29.721992,27.712813,0
0.012124,0.12644,-0.147224,0.280592,-103.63726,94.677361,-0.147224,0.982073,-0.961288,3501.254105,-0.831384,3509.285625,3509.848541,3508.845684,0
-0.034641,0.32909,-0.646055,-1.506884,-82.572058,73.679709,0.53174,1.661037,-0.029445,1248.024013,0.547328,1258.62936,1258.300271,1257.891507,0
-3.810512,-0.952628,-0.484974,0.159349,-37.949233,33.071778,6.010216,-0.779423,-6.166101,879.850633,-0.290985,883.345912,884.139191,882.375963,0
-0.554256,0.103923,-0.834848,-1.245345,-65.390114,58.43593,0.8106,2.596344,-1.226292,1984.753556,0.53174,1992.412685,1991.666171,1992.005653,0
1.281718,-1.732051,0,0,-407.314264,388.228796,3.429461,0.698016,-5.144191,1915.580643,-0.415692,1934.233098,1934.250419,1933.535082,0
0.389711,-1.480903,5.071445,-0.704945,-208.985786,202.592787,8.691431,1.428942,-5.573739,1063.94685,-1.02191,1075.975942,1075.563714,1071.004957,0
3.186973,-4.78046,-1.423746,-1.423746,-59.856212,43.729087,0.966484,3.983717,-8.137175,269.585048,-0.796743,285.372691,285.20295,284.575948,0
-1.132761,-1.222828,0.256344,-1.240148,-62.71756,54.763982,3.374035,1.364856,-8.050572,595.094552,-1.558846,599.525138,603.54696,601.596671,0
5.4473,1.965878,-0.235559,-4.470423,-66.008456,53.345433,-0.218238,2.461244,-10.901528,623.611037,-1.71473,634.233704,631.29961,631.988967,0
0,-8.244562,0,-8.244562,-6.928203,-4.347448,0,8.244562,0,12.973061,0,24.248711,16.004149,24.248711,0
-1.247077,-0.32909,0.102191,-3.219882,-58.680149,48.707001,3.791459,3.699661,-8.952971,604.239781,-1.978002,611.708384,613.992959,613.527037,0
0,0,0,0,-3.464102,1.299038,-34.641016,0,0,6.495191,34.641016,8.660254,8.660254,8.660254,0
2.04382,-1.36832,0,0,-13.856406,10.913652,0,-1.36832,0.69282,92.99554,0,95.262794,95.938294,95.262794,0
3.308217,1.662769,1.070407,-0.453797,-87.153333,78.326802,4.776996,2.823243,-7.184547,418.186347,-3.048409,419.866436,423.351322,422.256666,0
-1.818653,1.818653,-0.975145,0.843509,-14.440108,7.411445,0.843509,1.818653,2.793798,120.924859,0,128.085157,127.241648,129.903811,0
-2.979127,2.979127,-1.018446,1.960682,-12.075858,3.68234,1.960682,2.979127,3.997573,124.669553,0,132.120836,130.160154,135.099963,0
1.801333,-1.351,-0.071014,0.142028,-5.956523,0.911059,1.730319,-0.450333,-4.432318,73.061367,-0.237291,76.210236,78.319873,76.660569,0
2.095781,0.519615,0.980341,-3.595737,-38.028908,30.736974,0.96302,1.056551,-7.267685,202.882039,-1.423746,207.846097,211.96145,208.885327,0
5.611845,-1.420282,-5.875116,-7.278077,-11.878404,11.230617,3.980253,5.629165,-6.768855,81.66966,0,77.180184,85.861223,91.244437,0
3.214686,-1.118905,0.859097,0.367195,-46.204187,39.26386,0.59929,0.564649,-5.119942,595.252169,-0.259808,598.953562,603.134732,602.552763,0
5.854332,5.854332,-0.512687,2.414479,-16.149642,7.993414,-3.439853,0,-2.414479,105.791931,0,103.264869,115.48622,109.119201,0
0,-4.468691,-2.639645,-2.639645,-15.685452,3.936951,-4.873991,4.468691,-4.063391,61.693918,0,65.315636,67.955281,67.549981,0
0,1.749371,-1.749371,0,-48.497423,41.517258,-1.749371,2.289771,0,223.382593,2.289771,232.112129,228.613386,230.362757,0
5.317396,0,5.317396,0,-20.78461,9.900402,0,0,-5.317396,72.375475,0,77.942286,83.259682,77.942286,0
1.801333,0,1.470511,-0.330822,0.400104,-3.602666,-2.132155,0,-1.470511,27.381991,5.403999,31.246197,35.179684,31.246197,0
2.078461,0,2.965271,1.92604,-6.775783,3.105567,-0.15242,3.117691,-0.88681,79.163382,-3.117691,77.942286,79.133937,77.942286,0
-6.183421,-12.366843,0,-6.183421,-5.196152,-3.663287,6.183421,6.183421,-6.183421,20.585424,0,23.261442,23.261442,29.444864,0
0.053694,-0.053694,-0.391443,-0.025981,-48.417748,40.853882,-0.235559,0.800207,-0.07621,2415.362172,0.590629,2423.348658,2423.272448,2423.241271,0
0.571577,-3.360179,-0.140296,-0.694552,-150.548124,142.490624,2.076729,-0.571577,0.711873,446.013475,0,451.562966,452.829095,453.797312,0
-2.301896,-6.496923,-3.122888,-1.042695,-60.114287,39.083726,-0.195722,7.969166,-1.259201,298.971022,-4.382089,311.493749,311.689471,313.135733,0
0.917987,-3.793191,-2.875204,3.810512,-38.087797,16.676185,-0.017321,6.685716,2.892525,119.681247,-5.767729,128.51817,131.410695,129.574721,0
0,0,0,0,-5.196152,2.887329,0,0,0,11.547583,0,13.856406,13.856406,13.856406,0
0,0,0,0,-5.196152,2.310556,0,0,0,14.434911,0,17.320508,17.320508,17.320508,0
1.351,2.701999,-0.942236,0.408764,-16.994883,5.057588,3.110763,2.937558,-0.408764,123.218094,-1.351,131.635861,132.578097,131.400302,0
0,0,0,0,-1.732051,0,-43.30127,0,0,5.196152,43.30127,6.928203,6.928203,6.928203,0
2.459512,-0.814064,0.677232,-1.76496,-30.122096,22.16159,-2.579024,2.442192,-4.764872,147.459878,0,152.420471,153.388687,153.234535,0
0,-3.204294,-4.243524,2.165064,-14.809034,1.860223,-1.03923,9.612882,-11.777945,77.724048,-6.408588,89.547027,87.381963,92.751321,0
0,0,12.366843,0,-5.196152,-5.178832,20.611405,8.244562,-8.244562,25.58239,-8.244562,31.835094,40.079656,27.712813,0
-9.89001,-4.936345,0,-4.936345,-3.464102,-3.637307,9.89001,4.936345,-9.89001,10.2191,0,17.320508,12.384163,17.320508,0
-3.845153,0,3.845153,7.690306,-26.950711,13.063127,0,7.690306,3.845153,111.582177,-7.690306,113.934302,121.624608,117.779455,0
1.091192,-5.074909,-0.640859,-1.685285,-6.14878,1.946825,3.637307,1.887935,-6.14878,330.522059,-3.417336,326.058565,333.147848,334.909344,0
0,-13.579278,-0.824456,-4.219276,-39.081994,35.891557,2.570363,6.789639,-2.570363,76.705602,-3.39482,81.544952,78.974589,95.12423,0
-19.243084,0,0,0,-1.732051,0,0,0,-19.243084,6.928203,19.243084,8.660254,8.660254,8.660254,0
-7.517101,-18.810072,-3.75855,-18.810072,-22.51666,2.935826,7.517101,18.810072,-7.517101,35.550343,-3.75855,58.889727,40.079656,62.648278,0
-17.545675,10.011254,2.494153,0,-48.497423,46.735927,15.051522,2.878668,-15.051522,253.023178,0.384515,259.807621,262.301774,267.324722,0
-4.035678,-4.208883,0.959556,0.722265,-98.254046,93.210314,6.796567,1.286914,-5.497529,751.195631,-1.952021,749.891397,755.213989,755.550007,0
7.951845,-7.951845,6.651075,1.30077,-22.51666,5.173636,0,7.951845,-6.651075,31.031422,-6.651075,44.324912,50.975987,35.072297,0
-3.637307,-1.212436,0,3.602666,-5.733088,4.731963,4.832422,1.195115,-7.239972,90.277952,0,87.659091,91.279078,88.854206,0
2.130422,-0.710141,-0.710141,0,-22.204891,19.790413,-0.710141,-1.420282,1.420282,88.674073,0,91.798693,91.798693,92.508834,0
2.069801,1.169134,0.095263,-1.091192,-80.323856,71.365689,-3.212954,2.24647,-2.277647,441.037293,2.376374,451.207896,452.203825,448.713742,0
-4.728499,-1.991858,0.339482,-0.8106,-41.212417,36.272608,8.012467,-0.072746,-6.782711,1522.081216,-1.011518,1524.447198,1526.123823,1526.130751,0
5.057588,-1.247077,0,0,-15.588457,5.45596,2.511474,0.185329,-10.080536,61.522445,0.185329,64.08588,70.407865,64.08588,0
2.473369,-2.490689,1.108513,-3.779335,-204.381995,190.122021,-6.252703,1.919112,-5.698447,574.900572,-1.143154,585.083299,587.352285,585.21147,0
-0.017321,-3.135012,1.364856,1.347536,-12.449981,3.261452,6.058714,6.252703,-2.941022,76.506416,-4.676537,81.406388,80.024211,82.965234,0
0.81926,-0.81926,0,14.848872,-24.248711,15.67506,0,0.81926,-14.029612,56.078609,0,47.584632,61.614243,31.9165,0
0,0,0,-4.676537,-27.712813,24.248711,-9.353074,0,-4.676537,100.458947,4.676537,103.923048,103.923048,103.923048,0
0.952628,0.017321,-0.677232,-0.071014,-151.137021,148.112861,0.448601,-0.086603,-0.448601,2802.132581,-0.433013,2805.662501,2806.59954,2806.459244,0
-4.208883,-1.056551,-3.363643,-2.341733,-89.838011,78.053138,-0.21131,5.213473,-9.193726,311.980456,-3.117691,325.279142,323.411991,327.374923,0
-4.808173,-5.497529,-0.176669,-1.122369,-17.143839,3.358447,7.565598,7.132585,-8.864636,143.903977,-3.491814,148.478323,149.93671,150.335082,0
1.576166,-4.745819,1.17433,2.750497,-15.342506,5.042,2.767817,4.728499,-4.361304,114.573429,-4.728499,113.033636,118.198611,119.355621,0
-2.961807,-2.961807,-0.133368,0.853901,-20.651242,13.463231,3.815708,3.949076,-2.828439,188.751969,-3.949076,188.308564,191.403739,192.25764,0
0.003464,-0.800207,3.807048,-0.831384,-209.12435,203.008479,6.543688,1.56231,-4.984842,1291.023907,-0.779423,1301.587684,1301.660431,1298.445744,0
0,0,0,17.320508,-5.196152,2.771281,0,0,-17.320508,27.019993,0,12.124356,29.444864,-5.196152,0
-0.848705,-1.905256,-0.770763,-1.744175,-46.377392,41.073853,1.70607,0.659911,-5.274095,2183.336645,-0.852169,2186.402375,2188.371717,2188.063412,0
0.424352,-1.342339,4.198491,-0.919719,-209.082781,203.505578,6.779247,1.290378,-5.064517,1071.59039,-0.848705,1082.055441,1081.719423,1077.725314,0
-0.900666,-3.568025,-4.451371,2.684679,-10.392305,5.87858,4.451371,5.334716,-8.902741,160.169666,-1.766692,153.996637,162.916699,155.78065,0
2.598076,1.299038,1.09812,1.09812,-11.057412,11.980595,1.09812,1.299038,0.200918,34.729351,0,38.105118,34.408921,42.002232,0
12.990381,-0.866025,1.732051,-3.464102,-21.650635,8.067893,-1.732051,2.598076,-19.052559,86.010179,-2.598076,87.468566,96.12882,89.200617,0
2.667358,4.018358,-1.510348,1.15701,-44.856652,42.121744,-0.176669,0,0.176669,279.478522,0,287.918806,288.095475,294.604522,0
1.004589,-0.502295,3.225079,2.722784,-17.012203,13.430322,-0.308305,3.031089,-0.696284,311.104038,-2.528794,312.773735,313.584335,311.769145,0
0,0,0,0,-3.464102,1.347536,0,0,0,16.935993,0,19.052559,19.052559,19.052559,0
1.887935,3.533384,-2.773013,-0.715337,-100.509176,97.188835,0.552524,2.857884,-0.777691,5239.424248,-0.453797,5242.692628,5243.096196,5244.45932,0
2.06114,-3.08305,-0.178401,-4.300682,-95.084393,83.734264,-0.178401,2.06114,-8.066161,238.366564,0,244.929305,248.190756,245.951215,0
0,0,0,0,-1.732051,0,-57.729253,0,0,3.464102,57.729253,5.196152,5.196152,5.196152,0
8.140639,0,1.945093,3.313413,-17.689435,9.488174,0.594093,0,-3.313413,151.608139,0,151.796933,163.431118,157.235572,0
1.541525,0.259808,-3.559364,-1.825582,-79.960126,80.235522,1.809993,0.28752,-2.572095,1174.604112,-1.338875,1176.530152,1179.654772,1181.89951,0
0,0,0,0,-1.732051,0,0,0,0,0,0,1.732051,1.732051,1.732051,0
0,0,0,0,-8.660254,5.390142,0,0,0,26.174752,0,29.444864,29.444864,29.444864,0
2.979127,-2.979127,5.958255,0,-15.588457,5.093961,2.979127,2.979127,-2.979127,90.726553,-2.979127,101.221049,104.200177,95.262794,0
0,0,0,0,-5.196152,2.165064,0,0,0,9.093267,0,12.124356,12.124356,12.124356,0
-2.979127,-2.979127,-0.133368,0.853901,-20.651242,13.433786,3.833028,3.949076,-2.845759,186.990473,-3.949076,186.559192,189.671688,190.525589,0
0,-7.863511,0,0,-8.660254,5.196152,0,0,0,24.248711,0,19.849302,27.712813,27.712813,0
3.429461,-3.429461,0,-5.144191,-25.963442,14.679131,0,1.71473,-10.288382,57.928439,0,62.353829,64.068559,62.353829,0
0,0,0,0,-14.947598,9.238759,-5.646486,2.823243,0,40.415674,2.823243,43.30127,43.30127,43.30127,0
-14.427983,-14.427983,0,-14.427983,-3.464102,-13.272705,14.427983,14.427983,-14.427983,-9.808604,0,6.928203,-7.49978,6.928203,0
0,-1.247077,-3.129816,-3.164457,-18.90187,12.493282,-8.152763,4.988306,-9.410232,125.497473,-2.476833,126.924683,131.318896,133.160066,0
0,-1.004589,-2.530526,-2.582488,-19.258673,13.700522,-7.605435,3.013768,-9.61115,138.735538,-1.991858,139.291526,143.848552,142.305294,0
6.356626,1.264397,0.652983,1.91738,-15.080966,8.138907,-1.875811,2.738372,-10.802801,128.511242,-2.319216,132.900258,136.075108,137.975167,0
2.442192,0,-0.426084,-0.426084,-11.178656,5.248114,-1.63852,-1.229756,-2.016107,64.421898,0,69.992173,67.976066,65.10779,0
8.660254,0,4.330127,0,-0.866025,-1.250541,-4.330127,-4.330127,-8.660254,16.935993,0,19.052559,19.052559,19.052559,0
1.801333,-3.619986,-0.535204,-3.254523,-56.553191,39.364319,0.382783,9.023985,-9.406768,250.503044,-1.801333,263.341005,262.975542,266.94367,0
-2.320948,-2.303628,-0.180133,-2.501081,-25.83527,19.984402,0.997661,6.112407,-3.283968,212.598844,-1.924308,216.540992,215.543331,223.417234,0
2.234346,-6.720357,1.853294,-2.632717,-4.312807,-4.382089,4.10496,4.486012,-8.590972,39.56004,0,46.765372,42.677732,48.999717,0
0,0,0,0,-1.732051,0,0,0,0,3.464102,0,5.196152,5.196152,5.196152,0
0.961288,-1.532865,-2.320948,8.582312,-24.248711,14.358701,-2.320948,2.121762,-7.621024,604.217264,0,601.982918,611.335993,594.171369,0
0,0,0,0,-1.732051,0,-28.855966,0,0,8.660254,28.855966,10.392305,10.392305,10.392305,0
0,0,0,0,-1.732051,0,-43.30127,0,0,5.196152,43.30127,6.928203,6.928203,6.928203,0
-23.434647,-1.402961,-2.653502,-1.193383,-30.601874,26.898749,20.088325,1.506884,-21.473966,1011.768819,3.659823,1026.413309,1024.800769,1028.49177,0
-3.481422,-2.615397,-2.036892,-2.920238,-19.613743,8.939114,1.461851,6.231919,-11.871476,182.7227,-1.57963,188.793538,189.964404,192.25764,0
4.555294,-1.299038,-0.114315,-1.413353,-8.545939,1.622932,-2.054212,0,-5.740016,146.360025,0.640859,148.29819,152.98512,148.956369,0
1.991858,2.026499,0.39664,-0.105655,-7.342163,-0.019053,1.401229,2.996448,-7.342163,39.521935,-2.494153,41.569219,44.134387,41.066925,0
0,0,0,0,1.333679,-3.238935,4.797781,0,0,17.147303,0,19.052559,23.85034,23.85034,0
0,0,0,2.438728,-10.392305,8.3277,-13.319471,0,0,18.013328,15.758198,22.51666,20.077933,22.51666,0
0,0,0,2.085389,-3.464102,3.323805,-11.535458,0,0,13.362772,13.620848,15.588457,13.503068,15.588457,0
-5.144191,0,-2.544383,0.885078,-16.542817,5.857796,-0.829652,10.288382,-6.029269,204.092743,-1.71473,207.863417,208.69307,214.722339,0
5.10955,-6.529832,1.887935,-1.004589,-57.001792,46.521153,3.308217,0.866025,-1.385641,890.237742,2.840563,897.756575,902.935406,898.380113,0
-21.650635,0,0,0,-27.712813,23.209481,21.650635,0,-21.650635,40.529989,0,45.033321,45.033321,45.033321,0
-2.494153,-3.325538,-1.30943,1.184723,-17.743128,7.298862,2.016107,5.819691,-6.173029,250.69357,-3.325538,253.780084,256.752284,257.937006,0
0,-5.767729,0,0,-1.732051,0,0,0,0,5.196152,0,1.160474,6.928203,6.928203,0
-4.018358,-4.018358,-4.802977,3.251059,-121.065155,93.55326,-4.820297,12.072394,4.820297,298.848046,-12.072394,319.857823,316.641404,327.911859,0
2.996448,-2.598076,-0.394908,-0.717069,-128.38307,119.999944,-0.048497,1.361392,-1.441066,588.827993,-0.051962,595.444427,597.703021,599.168336,0
8.071357,0,0,0,-10.271061,-0.867757,3.221615,1.610807,-6.46055,101.098074,-1.610807,108.997957,107.404471,108.997957,0
6.633755,0,-0.647787,-2.12003,-30.01644,20.019043,-0.665108,-1.257469,-8.913133,131.168208,0,135.099963,143.836427,134.140407,0
-5.403999,-0.017321,-0.271932,-0.190526,-48.170065,44.316252,6.292541,-0.055426,-6.102015,875.212201,-0.109119,880.072336,879.88181,879.937236,0
11.691343,0,0,-2.338269,-12.730573,-4.612451,-4.676537,2.338269,-14.029612,72.896822,0,76.210236,87.901578,76.210236,0
-5.417855,-2.861348,-3.609594,-1.493028,-97.195763,86.406819,5.362429,4.960594,-14.282491,418.950181,-2.629253,426.157245,428.415839,430.757572,0
2.650038,-3.74123,0.21997,0.519615,-100.696238,91.358752,2.333072,1.03923,-3.94388,714.124548,-0.739586,714.800048,721.728251,718.004342,0
-11.292971,-0.017321,-2.501081,-0.647787,-18.144964,10.823585,6.903955,7.815013,-16.274349,154.507592,-1.538061,161.219289,159.96182,166.831134,0
2.130422,4.260845,-0.678964,1.451459,-16.641544,9.34961,-4.957129,2.130422,0.678964,125.514794,6.408588,125.642966,136.974042,127.773388,0
2.078461,-6.235383,3.869402,-0.28752,-37.817597,30.137684,1.790941,2.078461,-1.790941,91.164762,-2.078461,95.262794,101.785698,95.262794,0
2.04382,4.070319,-3.08305,3.013768,-20.853892,11.412483,-3.08305,4.052999,-0.969948,100.197407,0,101.58478,110.78197,105.655099,0
7.205331,0,0,0,-6.928203,-4.174242,-7.205331,0,-7.205331,27.2798,7.205331,31.176915,38.382246,31.176915,0
0,3.204294,3.204294,0,-15.32865,3.869402,9.612882,3.204294,-3.204294,55.571118,-3.204294,67.030366,60.621778,60.621778,0
1.680089,1.125833,-1.853294,-0.173205,-122.144223,117.25984,0.952628,-1.680089,0.173205,662.232306,0,668.017355,668.744817,669.125868,0
0,0,0,0,-12.124356,9.093267,0,0,0,21.217622,0,24.248711,24.248711,24.248711,0
-2.892525,-0,-1.073872,-1.680089,-39.941092,35.171024,5.369358,0.987269,-5.144191,554.266651,-0.34641,556.265437,557.495193,558.205334,0
0.583701,2.8804,-4.047803,0,-11.540655,7.014806,-4.047803,4.047803,0.583701,95.914046,3.464102,102.774699,103.3584,101.607297,0
-0.730925,-2.594612,-0.100459,-0.831384,-15.588457,11.717324,1.56231,0.200918,-1.56231,133.490888,0,134.43832,137.032932,136.631096,0
3.533384,0,-3.533384,0,-29.444864,18.162285,-3.533384,7.066767,-3.533384,92.779034,-3.533384,96.994845,100.528229,96.994845,0
0,-10.946561,6.309861,6.292541,-10.501424,2.992984,6.309861,8.746857,-4.127477,85.946093,-6.547152,83.051836,81.106743,98.363165,0
0.727461,1.472243,1.472243,0,-8.660254,4.934613,2.199705,0.727461,-1.454923,505.479976,-0.727461,509.967719,511.422642,510.695181,0
3.256256,-3.256256,3.256256,0,-29.444864,17.7362,0,3.256256,-3.256256,83.138439,-3.256256,91.590847,94.847102,88.334591,0
1.137957,-2.26379,-3.377499,9.05343,-24.248711,13.335059,-2.251666,2.26379,-7.915472,380.829475,-2.251666,378.205418,388.372556,370.265697,0
2.147743,-2.147743,-2.837099,-2.300163,-58.737307,54.61849,2.532258,1.687017,-1.458387,430.199851,-0.460726,429.254152,435.849801,435.697381,0
14.427983,0,0,0,-1.732051,-14.427983,0,0,-14.427983,1.732051,0,3.464102,17.892085,3.464102,0
-0.017321,-2.39023,-3.193902,-0.803672,-18.248887,5.450764,-0.786351,7.17069,-11.1648,67.901588,-4.78046,79.916824,73.549805,79.916824,0
4.330127,0,0,-4.330127,-5.196152,-1.586559,-4.330127,0,-8.660254,26.99228,0,33.774991,29.444864,29.444864,0
