@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57'

@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0,0.35,8,1
0,1.99,0.356,0,64,1
0,0.52,2.295,0.698,14,1
0,0.65,0.36,0.03,10,1
0.95,2.85,0.147,0,6,1
0,4.27,0.881,0,17,1
0,1.15,0.438,0.191,525,1
0,0,3.768,0,29,1
0.6,1.21,0,0,71,1
0.04,1.28,0.37,0.152,181,1
0,2.54,1.147,0.045,104,1
0,0,0.102,0.716,43,1
0,1.42,0.591,0,31,1
0.21,0.64,0.031,1.269,183,1
0,1.81,0.145,0.121,127,1
0,2.1,0.381,0.05,15,1
0,2.08,0.379,0.05,15,1
0.17,2.42,0,0.086,38,1
0,1.15,0.438,0.191,525,1
0.03,1.41,0.334,0.139,181,1
0,0,0.102,0.72,43,1
0,1.15,0.437,0.191,525,1
0,1.94,0.116,0.116,20,1
0.68,1.37,0.056,0.196,53,1
0,1.21,1.627,0,31,1
0,1.15,0.438,0.191,525,1
0,2.35,1.003,0.215,217,1
0,2.35,1.004,0.215,217,1
0,0,0,0.027,11,1
0,0,0,0,12,1
0,1.16,0,0,11,1
0,0.23,0.016,0,41,1
0,1.18,0.293,0,15,1
0,1.15,0.438,0.191,525,1
0,2.35,0.709,0.056,126,1
0,0,0,0,33,1
0,0.85,0.535,0.133,110,1
0,0,0,0,33,1
0,0.38,0.601,0.12,22,1
0,1.66,0.986,0,38,1
0,2.32,0.364,0.064,107,1
0,1.32,0.638,0.165,117,1
0,1.09,0.472,0.128,93,1
0.4,0.8,0.105,0.052,5,1
0,4.54,3.076,0,4,1
0,1.28,0.699,0.932,39,1
0,2.63,0,0,46,1
0,0,0.403,0,42,1
0.06,0.81,0.474,0.197,53,1
0,0.12,0,0,41,1
0,0.12,0,0,41,1
0,0.12,0,0,41,1
0.19,1.78,0.412,0.222,49,1
0,1.32,0.639,0.165,117,1
0,0,0,0.862,17,1
0,1.05,0,0,7,1
0,1.07,0.432,0.18,36,1
0.58,1.16,0.606,0,37,1
0,1.54,0.659,0.114,65,1
0,0,0,0,11,1
0,0,0,0,4,1
0,1.54,0.659,0.114,65,1
0.1,0.31,0.05,0.609,126,1
0,0,0,0,36,1
0,1.74,0.298,0.149,47,1
0,2.35,0.709,0.056,126,1
0,2.12,0.353,0,13,1
0.06,1.41,0.345,0.42,178,1
0.19,0.09,0.061,0,44,1
0.6,0.6,0.234,0.234,39,1
0,1.75,0.149,0.131,127,1
0.45,1.36,0.64,0.16,71,1
0,0,0,0,22,1
0.9,1.8,0.82,0.41,12,1
0,1.2,0.855,0.794,41,1
0,1.35,0.006,0.065,46,1
0.18,1.87,0.522,0.109,116,1
0,0,0,0,39,1
0,0.92,0.523,0.378,67,1
0,1.47,0,0.29,13,1
0,0,0.193,0,26,1
0.16,2.37,0.028,0.084,40,1
0,0,0,0,152,1
0,1.11,1.429,0.095,36,1
0,1.21,1.021,0.291,67,1
0.67,0.67,0.228,0.228,16,1
0,1.08,0.615,0.025,13,1
0.02,1.59,0.538,0.145,116,1
0,0,0,0,36,1
0,0,0,0,38,1
0,2.4,0.151,0.302,11,1
0,0.47,0,0,15,1
0,1.14,0.751,0.255,84,1
0,4.12,0.919,0.229,138,1
0,0,0.309,0,4,1
0,3.32,0.449,0.265,272,1
0.08,1.3,0.358,0.261,54,1
0,1.02,0.764,0,28,1
0.08,1.3,0.358,0.261,54,1
0,0,0.555,0,107,1
0,1.07,0.192,0,19,1
0,0,0,0,22,1
0,0.56,0.493,0.061,13,1
0,0,5.555,0,14,1
0,0,0,0,33,1
0,1.08,5.803,1.284,54,1
0,2.22,0.273,0.364,48,1
0,1.51,0.733,0.104,326,1
0.18,0.74,0,0.029,11,1
0,0,0,0,28,1
0,1.22,0.544,0.077,22,1
0.91,0,0,0,12,1
0.29,1.45,0,0.085,33,1
0,1.73,1.385,0,64,1
0,0,0,0,1,1
0,1.22,0.845,0.255,84,1
0.08,1.24,0.353,0.254,54,1
0,1.23,0.736,0.256,84,1
0,1.51,0.733,0.104,326,1
0,0,0,0,13,1
0,1.25,0,0,54,1
0,0,0,0,11,1
0.08,1.24,0.353,0.254,54,1
0,0,0,0,33,1
0,0,0,0,28,1
0,0,0,0,10,1
0,1.08,5.828,1.308,54,1
0.07,1.25,0.319,0.266,145,1
0,0,0,0,38,1
0,2.4,0.145,0.291,11,1
0.05,1.76,0.441,0.421,116,1
0,0,0,0,28,1
0.08,1.39,0.444,0.25,54,1
0,2.46,0.232,0.465,12,1
0,0.6,0.412,0.206,20,1
0,0,0,0,28,1
0,0,0,0,38,1
0,0,0.037,0,33,1
0.68,2.04,0,0.11,68,1
0.68,1.36,0,0.111,68,1
0,2.12,0.11,0,3,1
0,2.48,0.996,0.106,116,1
0,1.44,0.543,0.271,11,1
0.28,1.96,0.034,0,114,1
1.03,1.03,0,0,60,1
0,0.99,0,0.265,114,1
0.03,1.41,0.433,0.529,140,1
0,0,0.757,0,13,1
0.64,0.64,1.44,0,21,1
0,0,0.785,0,13,1
0.65,0.65,1.461,0,21,1
0.4,2.03,1.01,0.397,56,1
0,1.08,0.615,0.025,13,1
0,0,1.55,0,13,1
0.65,0.65,1.765,0,21,1
1.43,0.47,0.694,0,164,1
0.19,1.75,0.404,0.233,49,1
0,1.44,0.542,0.271,11,1
0,2.43,0.896,0,58,1
1.14,2.29,0,0,6,1
1.63,2.45,0,0,11,1
2.3,2.3,0.518,0,142,1
1.06,0,0,0,78,1
0,0,1.149,0,3,1
0.27,1.11,0.638,0,17,1
0,0,0,0,3,1
0,0,0.225,0,39,1
0,0,1.542,1.785,9989,1
0.4,2.03,0.975,0.396,56,1
0.54,2.73,1.466,0.258,392,1
0.8,1.61,0.552,0.207,69,1
1.33,1.77,0.067,0.067,22,1
0.07,0.77,0,0.183,84,1
0,1,0,0.267,114,1
0.19,2.09,0.212,0.303,132,1
1.12,1.87,0.223,0.223,10,1
0,11.11,0,0,1,1
0.43,1.04,0.256,0.242,583,1
0,0.96,0.175,0.467,259,1
2.01,2.01,0.305,0,14,1
0,1.09,5.831,1.309,54,1
2.04,2.04,0.309,0,14,1
0.37,0.37,0.241,0.06,18,1
0.49,1.07,0.241,0.228,683,1
0,0,2.152,0,36,1
0.48,0.96,0.43,0.43,305,1
0.73,0.64,0.43,0.134,696,1
0.4,2,0.124,0,12,1
0,1.68,0,0,6,1
0,0.85,0,0,6,1
0.21,1.09,0.96,0.128,70,1
0,1.29,2.354,0,13,1
2,1.5,0.445,0.979,28,1
0,3.03,1.029,0.093,63,1
0,1.32,0.639,0.165,117,1
1.56,2.34,1.363,0,29,1
0,1.43,0,0,153,1
0.67,2.18,0.156,0.104,525,1
0.42,1.49,0.263,0.075,494,1
0.5,1.01,1.431,0.536,23,1
0,0.86,0.928,0.154,7,1
0,1.2,0.094,0.015,89,1
0,3.03,1.023,0.093,63,1
0,1.81,0,0,62,1
7.27,0,0.297,0,8,1
0.5,0.7,0.488,0.157,669,1
0.2,1.35,0.095,0,24,1
0.36,2.95,0.433,0.928,33,1
0.46,2.01,0.123,0,196,1
1.86,1.86,2.306,0.164,29,1
0.22,1.13,1.103,0.133,54,1
0.27,2.44,0.329,0.141,252,1
0,2.92,0.661,0.088,21,1
0,0,0.207,0.207,25,1
0,0.64,1.16,0.116,12,1
0,0,0.207,0.207,25,1
0,0,3.588,0,17,1
1.03,1.55,0.6,0.429,4,1
0,0.59,0,0.049,30,1
0,1.36,0.238,0.238,19,1
0.5,0.7,0.488,0.157,669,1
0.33,1,0.057,0.23,82,1
0,0.69,0,0,42,1
0.79,2.76,0.64,0.192,13,1
0.38,1.15,0.51,0,62,1
0.53,3.22,0.082,0,66,1
0,1.69,0.887,0.032,318,1
0,0,0.022,0.022,5,0
0,1.7,0.149,0,2,0
0,0,0,0,1,0
0,0,0.262,0,7,0
0,0,0,0,28,0
0,0,0,0,11,0
0,0,0,0,28,0
0,0,0,0,1,0
0,0,0.393,0,7,0
0,0,0.729,0,7,0
0,0,0.149,0,251,0
0,1.8,0,0,12,0
0,0,0,0,11,0
0,0,0,0.032,18,0
0,0,0,0,5,0
0,0,0,0,8,0
0,0,0.546,0,4,0
0,0,0.115,0,28,0
0,0,0,0,5,0
0,0,0.375,0,5,0
0,0.63,0,0,22,0
0,0,0.282,0,11,0
0,0.72,0.044,0.026,29,0
0,1.88,0,0,1,0
0,2.12,0,0,16,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,1.315,0,1,0
0,0,0,0,11,0
0,0,0.313,0,10,0
0,0,0,0,4,0
0,0,0,0,12,0
0,0,0,0,3,0
0,0,0,0,12,0
0.04,0.2,0.033,0,86,0
0,0,0,0,17,0
0,0,0,0.071,26,0
0,1.58,0,0,4,0
0,1.06,0.161,0,121,0
0,0,0.684,0,7,0
0,1.21,0.211,0,1,0
0,0.94,0.068,0,21,0
0,1.28,0,0,10,0
0,1.75,0.072,0,60,0
0,0,0.045,0,11,0
0,0,0.301,0,8,0
0,0,0,0,10,0
0,0,0,0,3,0
0,0,0.613,0,1,0
0,8.69,3.048,0,1,0
0,0,0,0,17,0
0,3.5,0,0,5,0
0,0,0.725,0,4,0
0,0.22,0,0.031,41,0
0,1.68,0.048,0,22,0
0,0.06,0,0.006,52,0
0,1.02,0.08,0,12,0
0,0,0.061,0,11,0
0.2,0,0,0.027,22,0
0,2.14,0.117,0,160,0
0,0,0.123,0,34,0
0,0,0,0,4,0
0,0,0,0,63,0
0,0,0.091,0,5,0
0,0,0,0,5,0
0,0,0.24,0,10,0
0,0,0,0,6,0
0,0,0.218,0,10,0
0,0,0,0,9,0
0,0,0,0,8,0
0,0,0.31,0.103,11,0
0,0,0,0.085,52,0
0,0.38,0,0,44,0
0,0.38,0,0.033,36,0
0,0,1.886,0,4,0
0,0.69,0,0.08,15,0
0,0,0,0,3,0
0,0,0,0,6,0
0,0,0,0,119,0
0,0,0,0,37,0
0,0,0,0,26,0
0,0.73,0.042,0,22,0
0,0.14,0,0,24,0
0,0.29,0.052,0,38,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,10,0
0,0,0,0,1,0
0,0,0,0,24,0
0,0,0,0,10,0
0,1.01,0,0,25,0
0,2.04,0,0,4,0
0,0,0.02,0,52,0
0,0,0,0,4,0
0,0,0,0,11,0
0,0,0,0,5,0
0,2.6,0,0,18,0
0,0,0,0,6,0
0,0.48,0.074,0,18,0
0,0,0,0,11,0
0,0,0,0,10,0
0,0.85,0.073,0,49,0
0,0,0,0,3,0
0,2.73,0,0,18,0
0,0.07,0.008,0.005,71,0
0,0.42,0,0.012,104,0
0,1,0.17,0,4,0
0,0,0,0,16,0
0,0,0,0,17,0
0,0,0.239,0,10,0
0,0,0,0,10,0
0,2.76,0.202,0.121,7,0
0,0,0,0,7,0
0,0,0,0,16,0
0,1.72,0,0,5,0
0,1.16,0.148,0,18,0
0,0,0,0,17,0
0,0,0,0,21,0
0,1.77,0.313,0.313,66,0
0,0,0,0,5,0
0,0,0,0,108,0
0,0,0.125,0,27,0
0.5,0.25,0.045,0,5,0
0,0.16,0,0.016,45,0
0,0.35,0.372,0,12,0
0.25,2.31,0.413,0,13,0
0,0,0.214,0,4,0
0,1.38,0.448,0,12,0
0,0,1.234,0,5,0
0,0,0,0,10,0
0,0,0.165,0,7,0
0,0,0,0,3,0
0,0,0,0,7,0
0,0.42,0,0,11,0
0,0,0,0,9,0
0,0,0,0,1,0
0,0,0.724,0,8,0
0,1.4,0,0,200,0
0,0.14,0,0,13,0
0,0,0,0.052,20,0
0,0,0,0,4,0
0,0.33,0,0,13,0
0,0.42,0.151,0,9,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0.167,0,10,0
0,0,0,0,11,0
0,0,0,0,13,0
0,0.46,0.047,0.028,23,0
0,0,0,0,7,0
0,0.38,0.03,0,12,0
0,0,0,0,11,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,6,0
0,0,0,0,28,0
0,1.56,0.134,0,121,0
0,0,0.161,0,3,0
0,0,0.284,0.094,11,0
0,0.26,0,0.036,32,0
0,0.08,0,0.011,64,0
0,1.72,0,0,15,0
0,0.14,0,0.013,85,0
0,0,0,0,3,0
0,0,0,0,11,0
0,0,0,0.013,26,0
0,0,0,0,75,0
0,0,0,0,8,0
0,1.62,0.37,0,69,0
0,0,0,0,17,0
0,0.81,0,0,76,0
0,0,0.111,0,4,0
0,1.09,0.063,0.126,35,0
0,0,0,0,2,0
0,0,0,0,17,0
0,0.27,0,0,20,0
0,0,0,0,6,0
0,0,0,0,7,0
0,0,0,0,2,0
0,0.87,0,0,12,0
0,0,0,0.365,10,0
0,0,0.176,0,3,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0.127,0,11,0
0,1.23,0,0,3,0
0,0,0,0,13,0
0,0,0.179,0,13,0
0,0,0,0,6,0
0,1.02,0,0.142,10,0
0,0,0,0,4,0
0,0.46,0.065,0,13,0
0,0,0,0,13,0
0,0,0,0,33,0
0,0.51,0,0,37,0
0,0.85,0,0,5,0
0,0.52,0,0,13,0
0,0,0,0,13,0
0,0,0.141,0,8,0
0,0,0,0,11,0
0,2.06,0,0,107,0
0,0,0,0,1488,0
0,0.61,0,0,13,0
0,0.29,0.376,0,157,0
0,0,0,0,15,0
0,0.55,0,0,13,0
0,0,0,0,8,0
0,0,0,0,13,0
0,0.6,0,0.129,31,0
0,0,0,0,3,0
0,0.71,0,0,4,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0.65,0,0,28,0
0,0.36,0,0,45,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0.87,0,0,15,0
0,0,0,0,1,0
0,0,0,0,26,0
0,0,0,0,13,0
0,0,0,0,5,0
0,0.56,0,0,15,0
0,0,0,0,28,0
0,0,0.144,0,10,0
0,0.7,0,0,13,0
0,0,0,0.141,104,0
0,3.18,0,0,53,0
0,0,0,0,15,0
0,1.08,0,0,4,0
0,0,0,0.015,18,0
0,0,0,0,24,0
0,0,0,0,22,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0,0,87,0
0,3.7,0.318,0,15,0
0,0.76,0,0,28,0
0,0,0,0,1,0
0,3.33,0.176,0,12,0
0,0,0,0,11,0
0,4.44,0.383,0,3,0
0,0,0,0,1,0
0,0.33,0.05,0.05,15,0
0,0,0,0,24,0
0,4.16,0,0,3,0
0,0,0,0,12,0
0,0.88,0.023,0.047,161,0
0,0,0,0.141,104,0
0,0.68,0,0,13,0
0,0,0,0,28,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,13,0
0,0,0,0,28,0
0,0,0.74,0,6,0
0,2.27,0,0,2,0
0,0,0,0,4,0
0,1.33,0,0,11,0
0,0,0,0,13,0
0,0.34,0.055,0.055,15,0
0,0,0.26,0,10,0
0,0,0,0,5,0
0,2.38,0.374,0,15,0
0,0,0.213,0,6,0
0,0,0,0,9,0
0,0,0,0,8,0
0,0.6,0.051,0.038,24,0
0,2.1,0,0,12,0
0,0,0,0,24,0
0,0.54,0.045,0,8,0
0,0.8,0.139,0,5,0
0,1.69,0.552,0,4,0
0,0,0,0,15,0
0,0.46,0.075,0.075,12,0
0,0,0,0,24,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0.107,0,11,0
0,1.67,0,0,4,0
0,0,0,0,5,0
0,1.81,0,0,2,0
0.16,0.16,0.02,0,28,0
0,0.33,0.051,0,28,0
0,0,0,0,18,0
0,0,0,0,10,0
0,0.85,0,0,4,0
0,0,0,0,2,0
0,0.23,0.026,0,23,0
0,0,0,0,24,0
0,0,0,0,13,0
0,0,0.5,0,8,0
0,0,0,0,16,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,8,0
0,0,0,0,1,0
0,0.69,0.09,0,121,0
0,0,0,0,1,0
0,0,0,0,11,0
0,0,1.458,0,2,0
0,0.08,0,0,60,0
0,0.19,0,0.026,48,0
0,0,0,0.1,22,0
0,0.15,0,0.015,38,0
0,0,0,0.163,235,0
0,0.59,0.078,0,121,0
0,0.46,0,0,34,0
0,1.35,0.072,0.072,38,0
0.16,2.31,0.076,0.076,37,0
0,0,0,0,4,0
0,1.06,0.026,0,34,0
0,0,0,0,2,0
0,0,0,0,8,0
0,0.07,0,0.01,51,0
0,0,0,0,11,0
0,0,0.294,0,11,0
0,0,0.041,0,4,0
0,1.82,0.044,0,22,0
0,0.81,0.285,0,7,0
0,0.46,0,0,28,0
0,1.69,0,0,13,0
0,0,0,0,8,0
0,0,0,0,28,0
3.07,0,0.251,0,12,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,3,0
0,0,0,0,28,0
0,0,0,0,87,0
0,0,0.123,0,34,0
0,0,0,0,22,0
0,0,0,0,3,0
0,0,0,0,3,0
0,0,0,0.136,11,0
0,0,0,0,1,0
0,0.94,0,0,17,0
0,0,0,0,11,0
0,0,0,0,3,0
0,0,0,0,2,0
0,0,0,0,20,0
0,0.45,0,0,4,0
0,0,0,0,25,0
0,0,0,0,1,0
0,0,1.798,0,13,0
0,0,0,0,28,0
0,0,0,0.023,57,0
0,0,0,0,13,0
0,0,0,0,4,0
0,0,0,0,12,0
0.31,0.63,0,0,46,0
0,0,0,0.028,24,0
0,0,0,0,9,0
0.32,2.63,0,0,118,0
0,0,0.225,0,10,0
0,0,0,0,14,0
0,2.7,0.432,0,16,0
0,0,0,0,87,0
0,1.21,0,0,52,0
0,0,0.102,0,10,0
0,0,0.116,0,10,0
0,0,0,0,12,0
0,0.67,0.063,0,121,0
0,0,0,0,3,0
0,0.63,0.044,0.051,27,0
0,0.74,0.069,0,121,0
0,0,0,0,6,0
0,0,0,0,8,0
0,3,0.145,0,14,0
0,0,0.102,0,26,0
0,0,0.044,0,10,0
0,0,0,0,2,0
0,0.03,0.002,0,58,0
0,1.19,0,0,55,0
0,0,0,0,1,0
0,0,0.087,0,13,0
0,0.29,0,0,46,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0.25,0,9,0
0,0,0,0,3,0
0,0,0,0,12,0
0,0,0,0,5,0
0,1.98,0.262,0,14,0
0,0,0,0,7,0
0,0,0,0,2,0
0,2.18,0,0,12,0
0,2.35,0,0,12,0
0,0.73,0,0,12,0
0,0,0,0,6,0
0,2.5,0,0,3,0
0,0.52,0.309,0,34,0
0,0,0.104,0,17,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0,0,14,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0.4,0,0,20,0
0,0.5,0,0,12,0
0,0.75,0,0,5,0
0,0.57,0.103,0,4,0
0,0,0,0,2,0
0,0,0,0,6,0
0,0,0,0,2,0
0,0,0.239,0,13,0
0,0.54,0,0,31,0
0,0,1.123,0,16,0
0,0,0.138,0,11,0
0,0,0,0,1,0
0,0,0,0,75,0
0,0.43,0,0,75,0
0,0,0,0,5,0
0,0.85,0,0.124,18,0
0,0,0,0.078,28,0
0,1.35,0,0,6,0
0,0,0,0,57,0
0,0,0,0,58,0
0,0,0,0,13,0
0,1.23,0,0,10,0
0,0,0,0,22,0
0,0,0.203,0,15,0
0,0,0,0,4,0
0,0,0,0,7,0
0,0,0,0,69,0
0,0,2.272,0,7,0
0,0,0,0,23,0
0,0,0,0,7,0
0,0,0,0.058,9,0
0,0,0.286,0,17,0
0,0,0.147,0,10,0
0,0,0,0,5,0
0,0,0.277,0,17,0
0,0,0,0,14,0
0,0,0,0,34,0
0,0,0,0,1,0
0,1.38,0,0,11,0
0,2.5,0,0,3,0
0,0,0,0.026,18,0
0,0,0.033,0.033,12,0
0,0,0,0,7,0
0,0,0,0,1,0
0,0.98,0.068,0,25,0
0,0,0.055,0,6,0
0,1.36,0.486,0,31,0
0,0,0,0,5,0
0.22,2.21,0.073,0.146,22,0
0,0,0,0,4,0
0,0,0.029,0.029,24,0
0,0.57,0.053,0.03,49,0
0,0,0,0,7,0
0,0,0,0,12,0
0,0,0,0,7,0
0,0,0.331,0,6,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0,0,9,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,4,0
0,1.65,0,0.052,97,0
0,0.58,0,0,37,0
0,8,0,0,29,0
0,0,0.149,0,10,0
0,0,0,0,4,0
0,0.33,0,0,19,0
0,0,0,0,1,0
0,0.49,0,0.117,13,0
0,0,0,0,13,0
0,0.31,0,0,12,0
0,0,0,0,12,0
0,0.24,0,0.034,32,0
0,0.69,0,0,28,0
0,0,0,0,4,0
0,0,0,0.048,13,0
0,0.16,0,0,50,0
0,0.25,0.004,0,40,0
0,6.66,0,0,3,0
0,0.06,0.014,0,46,0
0,0,0,0,44,0
0,0,0,0,4,0
0,0,0,0,7,0
0,0.65,0,0,25,0
0,1.23,0.279,0,10,0
0,0.57,0,0,3,0
0,0,0,0,10,0
0,0,0.709,0,6,0
0,0,0,0,31,0
0,2.88,0.305,0.381,9,0
0,2.88,0.305,0.381,9,0
1.78,1.78,0,0,35,0
0,0,0,0,1,0
0,0.47,0.174,0,100,0
0,0.43,0.146,0,6,0
0,0.12,0.05,0,25,0
0,0,0,0,51,0
0,0,0,0,1,0
0,0.66,0.306,0,100,0
0,1.6,0,0,12,0
0,0.74,0,0.105,12,0
0,0.04,0,0,185,0
0,0,0,0,4,0
0,0,0,0,8,0
0,0,0,0,5,0
0,0,0.089,0,10,0
0,0.25,0.193,0,4,0
0,0,0,0,18,0
0,0,0,0,4,0
0,1.53,0,0,5,0
0,1.35,0,0.087,24,0
0,0,0,0.095,11,0
0,0,0,0,11,0
0,0,0,0,23,0
0,0.24,0,0.034,41,0
0,0.16,0,0.033,32,0
0,0,0,0,5,0
0,0.18,0,0.017,47,0
0.49,0,0,0,42,0
0.49,0,0,0,42,0
0,0,0,0,3,0
0,0,0,0,12,0
0,0,0,0,4,0
0,0,0,0,3,0
0,1.38,2.378,0,37,0
0,0,0.442,0,10,0
0,0.73,0,0,5,0
0,0,0,0.022,24,0
0,0,0.371,0,8,0
0,0,0.107,0,11,0
0,0.15,0.002,0.005,107,0
0,0,1.086,0,1,0
0,2.27,0,0,5,0
0,0,0,0,4,0
0,0,0,0,8,0
0,1.31,0,0,3,0
0,0,0,0,7,0
0,0.44,0,0,13,0
0,0,0.955,0,5,0
0,0,0,0,4,0
0,0,0.558,0,7,0
0,0,0,0,5,0
0,0.9,0,0,8,0
0,0,0.355,0,12,0
0,0,0,0,5,0
0,0.11,0,0,11,0
0,1.62,0,0,12,0
0,0,0,0,53,0
0,0,0,0,9,0
0,0,0.787,0,7,0
0,0,0,0,8,0
0,0,0.689,0,4,0
0,0,0,0,5,0
0,0.77,0.196,0,10,0
0,1.53,0,0,4,0
0,2.64,0.113,0.265,16,0
0,0,0,0,8,0
0,0,0,0,14,0
0,0,0,0,6,0
0,0,0,0.036,11,0
0,0,0,0,6,0
0,0,0,0,10,0
0,0,0.386,0,4,0
0,0,0.078,0,16,0
0,0,0,0.011,25,0
0,0,0,0,10,0
0,0,0.473,0,15,0
0,0,0.376,0,15,0
0,0,0.186,0,4,0
0,1.09,0,0,16,0
0,0,0,0,11,0
0,4.16,0.68,0,18,0
0,0,0.181,0,34,0
0,0,0,0,4,0
0,0,0.366,0,15,0
0,0,0.114,0,17,0
0,0.39,0.129,0,16,0
0,1.08,0.062,0.046,32,0
0,1.23,0.064,0.055,25,0
0,0.97,0,0,15,0
0,0,0,0,3,0
0,0,0,0,5,0
0,0,0,0,45,0
0,0,0,0,17,0
0,0,0,0,14,0
0,1.35,0,0,12,0
0,0.36,0.055,0,51,0
0,1.03,0.37,0,11,0
0,0,0,0,6,0
0,0,0.24,0,34,0
0,0.34,0,0,14,0
0,0,0.24,0,12,0
0,0,0,0,9,0
0,0.9,0,0,28,0
0,0,0,0,52,0
0,0,0,0,4,0
0,0,0.166,0,11,0
0.46,0,0.163,0,13,0
0,0.54,0,0,1,0
0,0,0,0,26,0
0,0,0,0,9,0
0,0,0,0,12,0
0,4.47,0,0,1,0
0,0.26,0.091,0,12,0
0,0,0,0,33,0
0,0,0.103,0,12,0
0,0.31,0.096,0,45,0
0,0.24,0,0.033,78,0
0,0.1,0,0.014,107,0
0,0,0.216,0,6,0
0,1.87,0.061,0,13,0
0,0,0,0,12,0
0,2.06,0,0,2,0
0,1.12,0.203,0,20,0
0,4.34,0,0,6,0
0,0,0,0,3,0
0,4.02,0,0,31,0
0,0.24,0,0,75,0
0,0,0.564,0,9,0
0,0,0.097,0,18,0
0,0,0,0,5,0
0,0,0.389,0,3,0
0,0,0.231,0,17,0
0,0.79,0,0,3,0
0,0,0,0,2,0
0,0,0,0,1,0
0,0,0,0,11,0
0,2.54,0,0,11,0
0,1.51,0,0,5,0
0,0,0,0,3,0
0,0.25,0,0.036,32,0
0,0.16,0,0.022,55,0
0,2.67,0,0,23,0
0.24,0.24,0,0,13,0
0,0,0,0,12,0
0,0,0,0.057,23,0
0,1.22,0,0,13,0
0,0,0.27,0,4,0
0,1.33,0.211,0,4,0
0,0,0,0,83,0
0,0,0,0,4,0
0,0,0,0,12,0
0,0,0,0,22,0
0,0,0.19,0,4,0
0,1.75,0,0,13,0
0,2.73,0,0,13,0
0.87,0,0.798,0.159,136,0
0,1.4,0,0,200,0
0.3,0.3,0,0,12,0
0.41,2.29,0.866,0.103,214,0
0,0,0,0,28,0
0,0,0,0,6,0
0,0,0,0,5,0
0,0,0,0,5,0
0,0,0,0,18,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,21,0
0,0,0,0,2,0
0,0,0,0,11,0
0,0,0,0,28,0
0,0,0,0,5,0
0,0.51,0.207,0,343,0
0,0,0,0,18,0
0,0,0,0,17,0
0,8,0,0,29,0
0,0.58,0,0,37,0
0,8,0,0,29,0
0,0,0.149,0,10,0
0,0,0,0,4,0
0,0.33,0,0,19,0
0,0,0,0,1,0
0,6.66,0,0,3,0
0,0.68,0,0,13,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,13,0
0,0,0.74,0,6,0
0,2.4,0,0,8,0
0,0,0,0.053,22,0
0,0,0.176,0,7,0
0,1.23,0.278,0,10,0
0,0,0,0,2,0
0,0.7,0.031,0,21,0
0,0,0,0,3,0
0,0,0,0,51,0
0,0,0,0,7,0
0,0.85,0.167,0,22,0
0,0,0,0,11,0
0,0,0,0,2,0
0,0,0,0.16,235,0
0,0,0,0,16,0
0,9.09,0,0,1,0
0,4.34,0,0,2,0
0,0.25,0,0,4,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,2,0
0,3.31,0,0,34,0
0,0,0.099,0,30,0
0,0,0,0,28,0
0,0,0,0,17,0
0,0,0,0,28,0
0,0,0,0,3,0
0,0,0,0,11,0
0,0,0,0,8,0
0,0,0,0,10,0
0,4,0,0,6,0
0,5.47,0,0,8,0
0,0,0,0,1,0
0,0,0.396,0,10,0
0,0,0,0,14,0
0,1.13,0,0,15,0
0,0,0,0,99,0
0,0.98,0,0,7,0
0,0,0,0,71,0
0,0,0,0.128,28,0
0,0.98,0,0,17,0
0,0.29,0,2.038,351,0
0,0,0,0,4,0
0,0.47,0.056,0.075,38,0
0,1.17,0.07,0,13,0
0,0,0,0,10,0
0,0,0,0,19,0
0,1.05,0,0,11,0
0,0,0,0.601,13,0
0,0.28,0,0,15,0
0,1.76,0,0.055,7,0
0,0,0,0,5,0
0,0,0,0.108,9,0
0,0.58,0,0,6,0
0,0.74,0,0,5,0
0,0,0,0,13,0
0,0,0,0,18,0
0,1.31,0,0,25,0
