@relation winequality-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-weka.filters.unsupervised.instance.RemovePercentage-P60.0

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5
6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8
6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,5
5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,7
7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5
7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5
5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,7
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6
6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,4
6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6
6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6
6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5
6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5
6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5
6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,6
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6
6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5
6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,6
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,5
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5
5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6
6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6
5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6
6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,7
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5
6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.066667,6
7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5
8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5
8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3,5
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6
8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,5
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6
6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6
7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,5
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,6
8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7
6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7
8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.933333,6
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.333333,6
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6
