@relation winequality-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-weka.filters.unsupervised.instance.RemovePercentage-P80.0

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6
8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,5
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6
7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6
5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5
5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6
6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
