@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57_clustered'

@attribute Instance_number numeric
@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
1113,0,4,1.326,0,11,1,cluster0
1114,0.03,1.36,0.379,0.136,181,1,cluster8
1115,0,1.21,0.19,0.142,31,1,cluster8
1116,0.58,1.74,0.239,0.239,123,1,cluster5
1117,0.46,1.86,0.37,0,54,1,cluster5
1118,0,3.03,0,0.211,11,1,cluster3
1119,0,3.02,0,0.21,11,1,cluster3
1120,0,6.54,0.103,0,11,1,cluster0
1121,0.02,1.43,0.325,0.523,445,1,cluster8
1122,0.58,1.74,0.239,0.239,123,1,cluster5
1123,0,3.03,0,0.211,11,1,cluster3
1124,0,3.03,0,0.211,11,1,cluster3
1125,0,2.63,0.402,0.402,49,1,cluster3
1126,0,0,0,0,10,1,cluster4
1127,0,0,4.347,0,7,1,cluster2
1128,0,1.44,0.036,0.184,66,1,cluster8
1129,0,1.44,0.036,0.184,66,1,cluster8
1130,0.08,0.77,0.263,0.263,62,1,cluster8
1131,0,0.87,0.802,0,107,1,cluster8
1132,0,0.87,0.874,0,107,1,cluster8
1133,0.29,2.9,0.14,0,139,1,cluster3
1134,0,0,0.543,0,15,1,cluster4
1135,0,4.04,0.653,0.118,13,1,cluster0
1136,0,0.38,0.364,0.312,192,1,cluster9
1137,0.08,3.17,0.099,0.014,48,1,cluster3
1138,0.26,1.05,0.327,0,71,1,cluster8
1139,0.05,1.48,0.346,0.793,199,1,cluster8
1140,0.54,2,0.249,0.305,59,1,cluster5
1141,0.08,3.17,0.099,0.014,48,1,cluster3
1142,0,3.79,1.9,0.475,11,1,cluster3
1143,0.36,0,0.053,0.053,134,1,cluster9
1144,0,4.52,1.248,0.197,842,1,cluster7
1145,0,1.15,0.107,0,7,1,cluster1
1146,0,2.17,0.411,0,15,1,cluster1
1147,0,1.09,5.924,1.33,54,1,cluster2
1148,0.38,1.93,0.123,0,12,1,cluster3
1149,0,3.17,0.298,0.597,12,1,cluster3
1150,0,0.49,0.424,0,152,1,cluster9
1151,0.38,1.93,0.123,0,12,1,cluster3
1152,0.38,0.7,0.25,0.073,37,1,cluster5
1153,0.37,2.24,0.061,0.122,57,1,cluster3
1154,0.39,1.98,0.705,0.211,13,1,cluster3
1155,0.41,0.41,0.904,5.3,92,1,cluster2
1156,0.09,1.23,0.431,0.111,87,1,cluster8
1157,0.41,0.41,0.904,5.3,92,1,cluster2
1158,0,0,0,0,57,1,cluster4
1159,1.21,4.87,0.555,0,311,1,cluster7
1160,0,1.92,0.174,0.087,12,1,cluster1
1161,0.05,1.49,0.328,0.858,199,1,cluster8
1162,1.47,0,1.562,0,95,1,cluster5
1163,1.06,1.06,1.208,0.259,76,1,cluster5
1164,0,1.24,0.48,0.549,19,1,cluster8
1165,0.55,1.67,1.208,0.345,140,1,cluster5
1166,0.55,1.67,1.207,0.345,140,1,cluster5
1167,0,4.54,1.246,0.196,845,1,cluster7
1168,0,3.81,1.275,0.141,78,1,cluster3
1169,0,1.27,0.371,0.061,84,1,cluster8
1170,1.18,1.65,0.08,0,13,1,cluster5
1171,0.05,1.5,0.329,0.78,193,1,cluster8
1172,0,1.35,0.138,0,46,1,cluster1
1173,1.23,0,1.939,0,8,1,cluster5
1174,1.23,0,1.947,0,8,1,cluster5
1175,1.23,0,1.949,0,8,1,cluster5
1176,0.19,0.49,0.586,0.189,31,1,cluster9
1177,0.68,1.37,0.503,0.062,12,1,cluster5
1178,0,0.27,0.136,0.182,30,1,cluster9
1179,0,1.09,0,0.692,25,1,cluster8
1180,0,1.27,0.371,0.061,84,1,cluster8
1181,1.2,3.61,0.331,0,295,1,cluster6
1182,0.24,2.47,1.634,0.155,47,1,cluster3
1183,0.6,1.21,0.619,0.103,33,1,cluster5
1184,0,1.38,0.795,0.217,66,1,cluster8
1185,0,1.35,2.362,0,37,1,cluster2
1186,1.47,2.94,0.294,0.147,281,1,cluster6
1187,0,1.99,0.625,0.312,47,1,cluster8
1188,0.53,1.6,0,0,12,1,cluster5
1189,0,1.11,1.473,0,29,1,cluster8
1190,0.56,1.7,1.135,0.349,140,1,cluster5
1191,0,1.77,0.13,0.168,175,1,cluster8
1192,0,0.93,0.441,0,4,1,cluster1
1193,0,2.38,0.496,0.248,80,1,cluster3
1194,0,0.93,0.441,0,4,1,cluster1
1195,0,1.45,0.036,0.184,66,1,cluster8
1196,0.36,2.17,0,0,60,1,cluster3
1197,0,1.35,2.413,0,37,1,cluster2
1198,0,1.42,0,0,182,1,cluster8
1199,0,1.42,0,0,182,1,cluster8
1200,0.04,1.36,0.311,0.734,144,1,cluster8
1201,0,0,0.909,0,11,1,cluster4
1202,0.5,0.7,0.49,0.158,669,1,cluster9
1203,1.47,2.94,0.294,0.147,281,1,cluster6
1204,0.56,1.69,1.217,0.347,140,1,cluster5
1205,0,0,0,0,11,1,cluster4
1206,0,0.92,0.434,0,4,1,cluster1
1207,0,0,0.462,0,6,1,cluster4
1208,0.05,1.5,0.344,0.784,193,1,cluster8
1209,0,0,0.706,0,55,1,cluster4
1210,0,0.47,0.327,1.357,72,1,cluster2
1211,0.42,2.13,0,0.349,105,1,cluster3
1212,0,0.9,0.416,0,6,1,cluster1
1213,0,1.74,1.434,0,64,1,cluster8
1214,0,2.41,0.502,0.251,80,1,cluster3
1215,0,2.42,0.421,0.252,80,1,cluster3
1216,0,2.45,0.677,0.254,80,1,cluster3
1217,1.45,5.1,0.105,0,25,1,cluster6
1218,0.04,1.36,0.318,0.754,144,1,cluster8
1219,0,0,0.924,0,10,1,cluster4
1220,0,1.29,0.093,0,66,1,cluster1
1221,0,1.29,0.093,0,66,1,cluster1
1222,0,1.29,0.093,0,66,1,cluster1
1223,0,0.15,0,0.044,16,1,cluster1
1224,0,2.3,0.345,0.345,37,1,cluster3
1225,0,0,0,0,28,1,cluster4
1226,0.05,1.47,0.331,0.79,193,1,cluster8
1227,0,0.92,0.464,0,4,1,cluster1
1228,0,1.91,0.055,0.501,91,1,cluster8
1229,1.12,2.25,1.13,0.347,140,1,cluster5
1230,0,0.92,0.464,0,4,1,cluster1
1231,0,2.83,0.443,0,31,1,cluster1
1232,0,2.64,0,0,18,1,cluster1
1233,0,0,0.112,0.336,19,1,cluster9
1234,0,0,0,0,7,1,cluster4
1235,0,0.96,0.693,0,11,1,cluster8
1236,0.19,1.75,0.405,0.233,49,1,cluster8
1237,0,1.56,0.754,0.188,119,1,cluster8
1238,1.09,1.09,0.427,0.061,192,1,cluster6
1239,0,0.45,0,0,27,1,cluster4
1240,0.09,2.43,0.06,0.045,20,1,cluster3
1241,0,2.53,0.6,0.3,82,1,cluster3
1242,0,2.53,0.6,0.3,82,1,cluster3
1243,0.4,2,0.116,0.116,54,1,cluster3
1244,0.63,1.91,0,0.613,12,1,cluster5
1245,1.25,3.75,0.298,0,32,1,cluster6
1246,0.26,0.52,0.077,0,29,1,cluster9
1247,0,5.67,0,0,44,1,cluster0
1248,0.55,1.66,1.191,0.34,140,1,cluster5
1249,0.72,1.45,0.729,0.121,32,1,cluster5
1250,0.84,1.69,0.776,0.129,168,1,cluster5
1251,0.72,1.45,0.729,0.121,32,1,cluster5
1252,0.81,0.4,0.64,0.8,181,1,cluster5
1253,0,1.5,0.13,0.186,131,1,cluster8
1254,0,0,1.417,0,12,1,cluster9
1255,0,3.26,0.515,0.103,12,1,cluster0
1256,1.61,0,0.23,0,60,1,cluster5
1257,0,0.96,0.492,0,25,1,cluster8
1258,0.64,2.59,0.233,0,4,1,cluster3
1259,0.98,1.96,0.645,0.064,25,1,cluster5
1260,0,2.2,0.444,0.37,16,1,cluster3
1261,0.69,2.08,0.701,0.116,34,1,cluster5
1262,0,2.2,0.444,0.37,16,1,cluster3
1263,0,2.2,0.444,0.37,16,1,cluster3
1264,0,2.2,0.444,0.37,16,1,cluster3
1265,0,0,0.443,0.088,16,1,cluster9
1266,0.5,0.7,0.49,0.158,669,1,cluster9
1267,1.66,0,1.424,0,59,1,cluster5
1268,0.5,0.7,0.49,0.158,669,1,cluster9
1269,0,0.87,0.25,0.721,35,1,cluster8
1270,0,0,0.875,0,48,1,cluster4
1271,1.05,1.57,1.276,0.729,19,1,cluster5
1272,0.05,1.04,0.02,0.163,12,1,cluster8
1273,0,0.87,0.342,0.716,35,1,cluster8
1274,0,2.46,0.415,0,9,1,cluster1
1275,0.2,1,0.307,0.175,669,1,cluster9
1276,0,1.04,0.157,0.105,60,1,cluster1
1277,0,1.27,0.371,0.061,84,1,cluster8
1278,0,1.27,0.37,0.061,84,1,cluster8
1279,0,0.77,0.569,0.207,691,1,cluster9
1280,0,0.83,0.548,0.199,685,1,cluster9
1281,0,0,0,0,38,1,cluster4
1282,1.13,0,0,0,17,1,cluster5
1283,0.05,1.04,0.02,0.163,12,1,cluster8
1284,0,0,0.263,0.105,110,1,cluster9
1285,0,0.83,0.548,0.199,685,1,cluster9
1286,0.19,0.39,0.174,0.548,97,1,cluster9
1287,0,0,0,0,55,1,cluster4
1288,0,1.1,5.942,1.334,54,1,cluster2
1289,0,2.78,0.64,0.256,30,1,cluster3
1290,0,0,0.392,0,67,1,cluster4
1291,0,2.7,0.463,0,65,1,cluster3
1292,0,0,0.471,0,15,1,cluster4
1293,0.9,0,1.492,0,66,1,cluster5
1294,0,0.44,0,0.231,70,1,cluster9
1295,0,2.22,0.484,0.08,85,1,cluster3
1296,0.8,1.21,0.21,0,24,1,cluster5
1297,1.6,0.53,0.159,0,51,1,cluster5
1298,0,3.52,0,0,20,1,cluster1
1299,0,0,0.48,0.48,10,1,cluster9
1300,0.8,1.6,0.27,0,19,1,cluster5
1301,0.8,1.6,0.269,0,19,1,cluster5
1302,0,1.66,0.155,0.233,54,1,cluster8
1303,0.43,1.13,0.271,0.243,583,1,cluster9
1304,0.4,1.92,0.994,0.391,56,1,cluster3
1305,0.22,0.22,0.647,0,21,1,cluster9
1306,0.2,1,0.334,0.174,669,1,cluster9
1307,0.49,0.99,0.845,0.195,47,1,cluster5
1308,0.65,0,0.233,0,23,1,cluster5
1309,0,1.88,0.331,0.11,30,1,cluster1
1310,0.9,2.72,0.564,0,19,1,cluster5
1311,0.29,1.16,0.044,0,24,1,cluster8
1312,0,1.91,0.269,0,45,1,cluster1
1313,0,0.81,0.268,0.15,195,1,cluster8
1314,0,0.81,0.273,0.15,195,1,cluster8
1315,0,3.07,2.001,0.093,63,1,cluster3
1316,0,0,0,0.354,29,1,cluster9
1317,0,1.35,0.013,0.065,46,1,cluster1
1318,0.08,0.9,0.271,0.191,264,1,cluster8
1319,0,2.19,0.085,0.128,20,1,cluster1
1320,0.19,1.38,0.765,0.316,76,1,cluster8
1321,0,1.28,0.203,0,10,1,cluster1
1322,0,1.49,0.069,0.221,72,1,cluster8
1323,0,0,0.198,0.198,25,1,cluster9
1324,0,1.96,0,0.094,20,1,cluster1
1325,0.34,2.38,0.222,0,56,1,cluster3
1326,0,2.12,0,0,26,1,cluster1
1327,0,0.48,0.594,0,128,1,cluster9
1328,0,3.09,1.282,0.094,63,1,cluster3
1329,0.61,0.92,0.103,0.051,64,1,cluster5
1330,0,0,0,0,13,1,cluster4
1331,0,0,0.537,0,12,1,cluster4
1332,0,0,0,0,13,1,cluster4
1333,0,0,0.537,0,12,1,cluster4
1334,0,0,0,0,13,1,cluster4
1335,0,0,0.537,0,12,1,cluster4
1336,0.1,0,0.016,0.066,29,1,cluster9
1337,1.15,0.76,0.486,0.347,6,1,cluster5
1338,0.68,0.68,1.089,0.242,60,1,cluster5
1339,0,5.18,0.373,0.149,71,1,cluster7
1340,0,1.25,0,0.099,158,1,cluster8
1341,0,1.33,0.684,0,12,1,cluster8
1342,0,1.1,0.14,0,49,1,cluster1
1343,0,0,3.427,0,12,1,cluster2
1344,0,3.38,0.257,0.032,69,1,cluster1
1345,0,1.72,0.104,0.229,54,1,cluster8
1346,0,1.72,0.104,0.229,54,1,cluster8
1347,0,0,0.176,0.352,25,1,cluster9
1348,0.13,0.53,0.414,0.021,65,1,cluster9
1349,0,3.38,0.029,0.014,48,1,cluster1
1350,0,2.31,0.261,0,56,1,cluster1
1351,0,0,0,0.088,33,1,cluster1
1352,0,2.65,0.095,0.478,60,1,cluster3
1353,0.23,0.35,0.434,0.197,283,1,cluster9
1354,0,2.5,0.24,0.24,25,1,cluster3
1355,0,0.57,0.232,0.066,213,1,cluster9
1356,0.1,1.72,0.336,0.16,494,1,cluster8
1357,0,1.36,0.381,0.496,543,1,cluster8
1358,0,3.54,1.178,0.107,63,1,cluster3
1359,0.1,1.72,0.336,0.16,494,1,cluster8
1360,0.25,0.42,0.403,0.117,669,1,cluster9
1361,0,1.09,5.836,1.31,54,1,cluster2
1362,0,1.92,0,0,6,1,cluster1
1363,0.1,1.72,0.352,0.16,494,1,cluster8
1364,0,0,0.926,0,25,1,cluster4
1365,0,0,0.238,0,11,1,cluster4
1366,0.08,0.5,0.502,0.157,292,1,cluster9
1367,0.08,0.5,0.518,0.157,292,1,cluster9
1368,1.05,1.05,0.176,0.176,6,1,cluster5
1369,0,0,1.023,1.023,25,1,cluster2
1370,0.09,1.66,0.31,0.155,494,1,cluster8
1371,0,0,0.208,0.416,23,1,cluster9
1372,0,1.67,0.086,0.086,18,1,cluster1
1373,0.29,0.89,0.045,0.045,163,1,cluster8
1374,0,1.8,0.925,0.231,47,1,cluster8
1375,0,3.89,0.728,0.08,129,1,cluster3
1376,0,1.93,0.26,0.086,4,1,cluster1
1377,0,0,3.79,0,29,1,cluster2
1378,0.38,1.16,0.057,0.057,70,1,cluster5
1379,0.42,2.12,0.177,0.221,54,1,cluster3
1380,0,0.3,0,0.097,77,1,cluster9
1381,0.37,0.93,0.563,0.165,34,1,cluster5
1382,0,0.91,0.164,0,4,1,cluster1
1383,0.36,2.18,0.178,0,11,1,cluster3
1384,0,3.73,0.561,0,23,1,cluster0
1385,0.09,1.27,0.345,0.515,134,1,cluster8
1386,1.34,1,0.053,0,12,1,cluster5
1387,0,0.06,0,1.611,278,1,cluster2
1388,0,0,0.872,0,5,1,cluster4
1389,0,0,7.333,0,5,1,cluster2
1390,0,1.64,0.083,0.05,60,1,cluster1
1391,0,1.8,0.102,0.224,54,1,cluster8
1392,0,2.19,0.941,0.067,28,1,cluster3
1393,0.45,0.45,0.21,0,14,1,cluster5
1394,0,1.46,0.42,0.046,34,1,cluster1
1395,0,0.73,0.042,0.042,69,1,cluster1
1396,0,0.66,0.109,0,34,1,cluster1
1397,0,1.86,2.295,0.218,28,1,cluster2
1398,0.52,1.56,0.443,0.402,19,1,cluster5
1399,0,1.44,0,0,7,1,cluster1
1400,0,1.63,2.695,0,12,1,cluster2
1401,0.26,0.52,0.378,0,104,1,cluster9
1402,0,0,0,3.26,10,1,cluster2
1403,0.25,1.01,0.082,0.041,18,1,cluster8
1404,0,2.75,0.407,0.997,49,1,cluster3
1405,0.35,2.47,0.061,0,21,1,cluster3
1406,0,3.72,0.179,0,53,1,cluster1
1407,0.51,1.54,0.514,0.434,19,1,cluster5
1408,0,2.98,0.99,0,12,1,cluster0
1409,0,0,0,0.188,21,1,cluster9
1410,0.02,1.46,0.391,0.868,193,1,cluster8
1411,1.56,0,0.769,0,12,1,cluster5
1412,0,0,1.647,0,1,1,cluster9
1413,0,0,0.171,0.342,24,1,cluster9
1414,0.19,1.18,0.152,0,19,1,cluster8
1415,0,1.44,0.156,0,6,1,cluster1
1416,0.17,0.17,0.046,0.03,85,1,cluster9
1417,0.5,0.7,0.488,0.157,669,1,cluster9
1418,0,0.63,0.797,0.885,75,1,cluster8
1419,0,0,0.936,0,24,1,cluster4
1420,0,1.69,2.865,0.301,23,1,cluster2
1421,0.76,1.79,0.458,0.499,19,1,cluster5
1422,0,0,0,0.353,12,1,cluster9
1423,0.25,0.42,0.403,0.117,669,1,cluster9
1424,0,0,0.273,0,25,1,cluster4
1425,0,3.48,0.171,0.085,12,1,cluster1
1426,0,1.23,0.678,1.05,154,1,cluster2
1427,0,3.53,1.174,0.106,63,1,cluster3
1428,0,1.09,5.836,1.31,54,1,cluster2
1429,0,0.62,0,0,22,1,cluster1
1430,0.96,1.92,0.824,0,67,1,cluster5
1431,0,0.93,0.464,0.154,10,1,cluster8
1432,0,3.44,0,0.197,35,1,cluster3
1433,0,0,0.51,0.34,23,1,cluster9
1434,0,1.62,0,0.272,34,1,cluster8
1435,0.6,1.21,0.105,0.315,30,1,cluster5
1436,0.25,0.51,0.161,0.161,110,1,cluster9
1437,0,1.26,0.439,0.241,45,1,cluster8
1438,0.47,0,0.621,0.799,148,1,cluster9
1439,0,2.94,0.129,0.194,20,1,cluster3
1440,0.62,1.24,0.107,0.322,30,1,cluster5
1441,0.33,3.71,0.06,0.06,1013,1,cluster7
1442,0.97,1.94,0.834,0,68,1,cluster5
1443,0,0.64,0,0.206,10,1,cluster8
1444,0,1.8,0.102,0.205,54,1,cluster8
1445,0,2.51,0.53,0.406,84,1,cluster3
1446,0,0,1.048,0,10,1,cluster9
1447,0,1.36,0.324,0.486,116,1,cluster8
1448,0.2,1.51,0.275,0.206,103,1,cluster8
1449,0,2.99,0.559,0.279,12,1,cluster3
1450,0.19,1.75,0.402,0.232,49,1,cluster8
1451,0,0.71,0.899,0,36,1,cluster8
1452,0,2.44,1.051,0.225,217,1,cluster8
1453,0.28,0.28,0.05,0,34,1,cluster9
1454,0,1.42,0.591,0,31,1,cluster8
1455,1.11,1.11,0.202,0,16,1,cluster5
1456,0,0.76,0.29,0,66,1,cluster1
1457,0,0,1.169,0,12,1,cluster9
1458,0,1.66,0.653,0,38,1,cluster8
1459,0,2.1,0.348,0,13,1,cluster1
1460,0,1.2,1.443,0,32,1,cluster8
1461,0.53,3.19,0.361,0,19,1,cluster3
1462,0,0,0.416,0,42,1,cluster4
1463,0,2,1.524,0,1,1,cluster3
1464,0.04,1.32,0.413,0.164,181,1,cluster8
1465,0,1.21,0.407,0,32,1,cluster1
1466,0.28,1.44,0.554,0.221,140,1,cluster8
1467,0,1.35,0.374,0.059,148,1,cluster8
1468,0,0.4,0,0.302,11,1,cluster9
1469,0,2.67,0.294,0.147,430,1,cluster7
1470,0,0.38,0.609,0.121,22,1,cluster9
1471,0,1.47,0,0.29,13,1,cluster8
1472,0,1.75,3.907,0,70,1,cluster2
1473,0,1.2,0.352,0.056,148,1,cluster8
1474,0,1.75,0.149,0.131,127,1,cluster8
1475,0.49,0.69,0.417,0.154,669,1,cluster9
1476,0.61,0.61,0.829,0,34,1,cluster5
1477,0,2.22,0.145,0.291,11,1,cluster3
1478,0,0,0.328,0,4,1,cluster4
1479,0.08,1.3,0.358,0.261,54,1,cluster8
1480,0.08,1.55,0.308,0.067,82,1,cluster8
1481,0.35,1.97,0.234,0.029,97,1,cluster3
1482,0,1.19,1.045,0.037,97,1,cluster8
1483,0,0,1.094,0,5,1,cluster9
1484,0,0.26,0.033,0,55,1,cluster4
1485,0,0.27,0.451,0.496,64,1,cluster9
1486,0,0.65,0,0.232,10,1,cluster8
1487,0,5.19,0,0.208,25,1,cluster0
1488,0,0.38,0,0,21,1,cluster4
1489,0.09,1.56,0.045,0.015,40,1,cluster8
1490,0,3.84,0,1.219,11,1,cluster7
1491,0,0.41,0.312,0.062,8,1,cluster1
1492,0,1.73,1.765,0.481,159,1,cluster8
1493,0,2.1,0.365,0.182,28,1,cluster3
1494,0,3.07,0.124,0,735,1,cluster7
1495,0,1.25,0.485,0.388,61,1,cluster8
1496,1.56,0,0.767,0.255,81,1,cluster5
1497,0.79,0.79,0.046,0,60,1,cluster5
1498,0.95,0.95,1.306,0.23,91,1,cluster5
1499,0,1.91,0.536,0.306,78,1,cluster8
1500,0.99,0.99,1.118,0.239,69,1,cluster5
1501,0,0,1.181,0.787,31,1,cluster9
1502,0,3.27,0.802,0.267,16,1,cluster3
1503,0,1.2,0.019,0.058,56,1,cluster1
1504,0,2.03,0,0,21,1,cluster1
1505,0.23,3.3,1.289,0.151,276,1,cluster7
1506,0,0,0,0.212,24,1,cluster9
1507,0.17,0.7,0.117,0.058,39,1,cluster8
1508,0.74,0,0,0,45,1,cluster5
1509,2.25,1.12,0.502,0,148,1,cluster6
1510,0,2.4,1.566,0.361,22,1,cluster3
1511,0,0,0,0,51,1,cluster4
1512,0,0,0.709,0,39,1,cluster4
1513,2.29,2.29,0,0,19,1,cluster6
1514,0,0,1.777,0.222,63,1,cluster9
1515,0.28,2.01,0.218,0.218,40,1,cluster3
1516,0,1.76,0.031,0,114,1,cluster8
1517,0,0,0.426,0.213,23,1,cluster9
1518,0,0.5,0.458,0.143,247,1,cluster9
1519,0,0,0.199,0,18,1,cluster4
1520,0,2.72,0.17,0.17,41,1,cluster3
1521,0,0,0,0,4,1,cluster4
1522,0,0,0.424,0.212,21,1,cluster9
1523,0,0.98,0.768,0.312,94,1,cluster8
1524,0,2.72,0.17,0.17,41,1,cluster3
1525,0,0,1.351,0,75,1,cluster9
1526,0,0,1.413,0,22,1,cluster9
1527,0,0,2.412,0,137,1,cluster9
1528,0.66,0.99,0.252,0.05,350,1,cluster6
1529,2.2,1.1,0.495,0,148,1,cluster6
1530,0.86,0,0,0.136,31,1,cluster5
1531,0.63,0,0.398,0,19,1,cluster5
1532,0,1.12,0,6.003,14,1,cluster2
1533,0,0,0.417,0.208,16,1,cluster9
1534,0.15,2.75,0.698,0.067,63,1,cluster3
1535,0,2.17,0,0,5,1,cluster1
1536,0,1.14,0.622,0.027,12,1,cluster8
1537,0,2.17,0,0,5,1,cluster1
1538,1.96,0.98,0.326,0,12,1,cluster6
1539,0,1.32,0.639,0.165,117,1,cluster8
1540,0,0,0,0,15,1,cluster4
1541,0,1.69,0.91,0.273,22,1,cluster8
1542,0,0.07,0,0.023,10,1,cluster4
1543,1.08,1.08,1.216,0.26,68,1,cluster5
1544,1.65,0.82,1.36,0,68,1,cluster5
1545,0.41,1.23,0.067,0,14,1,cluster5
1546,0.14,1.02,0.558,0.024,12,1,cluster8
1547,0.29,0.59,0.105,0.21,887,1,cluster9
1548,0.08,3.17,0.098,0.014,48,1,cluster3
1549,0.11,1.56,0.775,0.224,103,1,cluster8
1550,0,0.58,0.197,0,61,1,cluster1
1551,0,1.39,0.262,0.186,289,1,cluster8
1552,0,1.78,1.131,0.15,28,1,cluster8
1553,0,0.87,0.942,0,107,1,cluster8
1554,0,0,1.554,0,15,1,cluster9
1555,0,0,0,0,4,1,cluster4
1556,0,0,0,0.215,18,1,cluster9
1557,1.63,0,1.212,0,71,1,cluster5
1558,0.26,1.05,0.326,0,71,1,cluster8
1559,0.16,1.28,0.05,0.075,15,1,cluster8
1560,0,4.81,0,0,16,1,cluster0
1561,0.58,0.39,0.067,0.135,21,1,cluster5
1562,0,2.2,0.211,0,7,1,cluster1
1563,0,0,0,0,12,1,cluster4
1564,0,0,0.952,0,13,1,cluster4
1565,1.05,1.05,0.74,0,24,1,cluster5
1566,0,0,0,0,38,1,cluster4
1567,0,0,1.405,0,28,1,cluster9
1568,0,1.27,0.435,0.592,73,1,cluster8
1569,0,1.42,0.591,0,31,1,cluster8
1570,0,2.15,2.395,0.598,295,1,cluster2
1571,0,1.81,0.199,0,83,1,cluster1
1572,1.43,1.43,0.073,0.295,54,1,cluster5
1573,0.61,1.22,1.232,0,142,1,cluster5
1574,0,1.81,0.199,0,83,1,cluster1
1575,0,0,0.963,0,17,1,cluster4
1576,0,1.15,0.438,0.191,525,1,cluster8
1577,0,0.54,0.166,0.083,114,1,cluster9
1578,0.44,1.15,0.225,0.211,583,1,cluster9
1579,0,0.13,0,0.068,30,1,cluster1
1580,0,4.16,0,0,12,1,cluster0
1581,0,0,0.675,0,12,1,cluster4
1582,0,3.12,1.285,0.075,101,1,cluster3
1583,0.58,0.39,0.067,0.135,21,1,cluster5
1584,0,0,0,0.105,22,1,cluster1
1585,0,0,0.238,0,11,1,cluster4
1586,0,0,0,0.35,8,1,cluster9
1587,0,1.99,0.356,0,64,1,cluster1
1588,0,0.52,2.295,0.698,14,1,cluster2
1589,0,0.65,0.36,0.03,10,1,cluster1
1590,0.95,2.85,0.147,0,6,1,cluster5
1591,0,4.27,0.881,0,17,1,cluster0
1592,0,1.15,0.438,0.191,525,1,cluster8
1593,0,0,3.768,0,29,1,cluster2
1594,0.6,1.21,0,0,71,1,cluster5
1595,0.04,1.28,0.37,0.152,181,1,cluster8
1596,0,2.54,1.147,0.045,104,1,cluster3
1597,0,0,0.102,0.716,43,1,cluster9
1598,0,1.42,0.591,0,31,1,cluster8
1599,0.21,0.64,0.031,1.269,183,1,cluster2
1600,0,1.81,0.145,0.121,127,1,cluster8
1601,0,2.1,0.381,0.05,15,1,cluster1
1602,0,2.08,0.379,0.05,15,1,cluster1
1603,0.17,2.42,0,0.086,38,1,cluster3
1604,0,1.15,0.438,0.191,525,1,cluster8
1605,0.03,1.41,0.334,0.139,181,1,cluster8
1606,0,0,0.102,0.72,43,1,cluster9
1607,0,1.15,0.437,0.191,525,1,cluster8
1608,0,1.94,0.116,0.116,20,1,cluster1
1609,0.68,1.37,0.056,0.196,53,1,cluster5
1610,0,1.21,1.627,0,31,1,cluster8
1611,0,1.15,0.438,0.191,525,1,cluster8
1612,0,2.35,1.003,0.215,217,1,cluster8
1613,0,2.35,1.004,0.215,217,1,cluster8
1614,0,0,0,0.027,11,1,cluster4
1615,0,0,0,0,12,1,cluster4
1616,0,1.16,0,0,11,1,cluster1
1617,0,0.23,0.016,0,41,1,cluster4
1618,0,1.18,0.293,0,15,1,cluster1
1619,0,1.15,0.438,0.191,525,1,cluster8
1620,0,2.35,0.709,0.056,126,1,cluster3
1621,0,0,0,0,33,1,cluster4
1622,0,0.85,0.535,0.133,110,1,cluster8
1623,0,0,0,0,33,1,cluster4
1624,0,0.38,0.601,0.12,22,1,cluster9
1625,0,1.66,0.986,0,38,1,cluster8
1626,0,2.32,0.364,0.064,107,1,cluster3
1627,0,1.32,0.638,0.165,117,1,cluster8
1628,0,1.09,0.472,0.128,93,1,cluster8
1629,0.4,0.8,0.105,0.052,5,1,cluster5
1630,0,4.54,3.076,0,4,1,cluster7
1631,0,1.28,0.699,0.932,39,1,cluster8
1632,0,2.63,0,0,46,1,cluster1
1633,0,0,0.403,0,42,1,cluster4
1634,0.06,0.81,0.474,0.197,53,1,cluster8
1635,0,0.12,0,0,41,1,cluster4
1636,0,0.12,0,0,41,1,cluster4
1637,0,0.12,0,0,41,1,cluster4
1638,0.19,1.78,0.412,0.222,49,1,cluster8
1639,0,1.32,0.639,0.165,117,1,cluster8
1640,0,0,0,0.862,17,1,cluster9
1641,0,1.05,0,0,7,1,cluster1
1642,0,1.07,0.432,0.18,36,1,cluster8
1643,0.58,1.16,0.606,0,37,1,cluster5
1644,0,1.54,0.659,0.114,65,1,cluster8
1645,0,0,0,0,11,1,cluster4
1646,0,0,0,0,4,1,cluster4
1647,0,1.54,0.659,0.114,65,1,cluster8
1648,0.1,0.31,0.05,0.609,126,1,cluster9
1649,0,0,0,0,36,1,cluster4
1650,0,1.74,0.298,0.149,47,1,cluster8
1651,0,2.35,0.709,0.056,126,1,cluster3
1652,0,2.12,0.353,0,13,1,cluster1
1653,0.06,1.41,0.345,0.42,178,1,cluster8
1654,0.19,0.09,0.061,0,44,1,cluster9
1655,0.6,0.6,0.234,0.234,39,1,cluster5
1656,0,1.75,0.149,0.131,127,1,cluster8
1657,0.45,1.36,0.64,0.16,71,1,cluster5
1658,0,0,0,0,22,1,cluster4
1659,0.9,1.8,0.82,0.41,12,1,cluster5
